producto,pais,comentario,calificacion,perfil,titulo_comentario
Apple iPhone XR (64GB), India ,"I ordered this phone on Diwali offer. The phone which I got first had display issue , so I got replacement for that.my previous phone was iPhone 6 Plus.  After one week of using this phone, these are my honest review.  Firstly the phone has excellent battery life . For average use, the battery lasts more than a day easily. Although charging takes time ie about 2 to 3 hours from 10% to 100%. As I am used to iPhone home button, Iâ€™m feeling a bit uncomfortable with this phone as it has no home button. You have to swipe up every time from bottom to top to unlock the phone. It has no finger print sensor . So itâ€™s a bit difficult to unlock while ur in bed as u have to put ur face in front of the phone for FACE ID. Reach ability is an issue if u use one handed. Especially while using Facebook, when u have to swipe down from bottom line to make ur finger reach the top screen clicking options. Display of the screen is a bit below iPhone 6 Plus. So all in all the phone is just about satisfactory.",4.0,Ravi Kiran C R,Great battery life
Apple iPhone XR (64GB), India ,Good at 52k (the price at which I got the phone). The phone wasnâ€™t worth 76k when it was launched but at 52k it justifies itself.,5.0,Vistrit,Awesome phone
Apple iPhone XR (64GB), India ,"I have bought it during prime sales , aside from discount i have bought it by paying just 36k",5.0,Rituparno Das,Battery life is spectacular
Apple iPhone XR (64GB), India ,"It's the latest offering from I phone. Simply great. Camera is superb. The glass back looks ultra premium, though I would suggest you to get a back protective case as glass is fragile. Got it in white and had to pay 1400 extra but it looks the best in white. You are spending 60000 on a phone so what's 1400 more to get the best",5.0,Wongyal Bhutia,Loved it
Apple iPhone XR (64GB), India ,"Fantastic mobile. Nicely integrated hardware and software nothing ever comes close to an Apple product. Smooth touch no lag, face identification works well. Camera is good. Battery lasts for 24 hours with moderate usage. Superb audio and video quality and iOS updates are always smooth. The apps are wonderful.ðŸ‘Amazon delivery was on dot. the same offer is available at authorized reseller stores which happens around the time Apple launches a new version of iPhone.",5.0,Pab,Fantastic product
Apple iPhone XR (64GB), India ,IPhone SIM CARD SLOT NOT WORKING right from the beginning.,1.0,abhishek jain,DEFECTIVE SIM CARD SLOT
Apple iPhone XR (64GB), India ,"Dude i was confused first that which one i should buy oneplus 7pro or iphone xr, so i choosen xr for 40k on offer and every thing ia good but i am dissapointed with tha camera quality and display quality really i have iphone 7plus also but the display is far far better then xr and the camera is also better but i know iphone 7plus has dual camera and that's ok but dude detailing is missing and also zooming is also missing we get digital zoom which reduces tha quality....",5.0,Aditya_kr23,Camera and display quality is not good.
Apple iPhone XR (64GB), India ,"In my initial review, I said that the iPhone XR was the best iPhone for most people right, and my thoughts about it haven't changed six months later. This is still the best iPhone in the market, offering the same smooth and terrific user experience as the more expensive iPhone XS and XS Max, but with the knowledge that you're also getting the best battery life. In fact, the battery life is at par, if not better, to what the P30 Pro and the Galaxy S10+ offer and that's saying something.",5.0,mit z,The iPhone XR is the best iPhone to upgrade to if you own an iPhone 8 or older model.
Apple iPhone XR (64GB), India ,"I am facing cellular network issue with every new update. As per my understanding, Hardware is not compatible with the OS.",1.0,Asha,Issue with every ios update !
Apple iPhone XR (64GB), India ,I have purchased this Apple iPhone XR (64GB) for my use.,4.0,Sivani,Apple iPhone XR (64GB) - Value for Money
Apple iPhone XR (64GB), India ,"I got it during great Indian festival for 38,000rs. Great value for the price.",5.0,Jay,One of the best phones even in 2019 that can satisfy your needs
Apple iPhone XR (64GB), India ,it has a receiver failer problem,1.0,MEHUL,it has a problem
Apple iPhone XR (64GB), India ,It was my first iphone till date i was an android user . But believe me once you get over these phones you wont switch it away,5.0,PUNEESH JAIN,A Wonderful Budget iphone ðŸ“²
Apple iPhone XR (64GB), India ,iPhone XR is still a great buy. The price VS performance ratio on this phone makes it a very sensible buy. If you donâ€™t care about the latest and greatest this one year old offering from Apple is a far better buy. Only down side on the phone are as follows:-,5.0,Ravneet Singh,Great value for money
Apple iPhone XR (64GB), India ,"Never thought about purchasing XR but couldn't stop myself when i saw this deal . Taken sudden decision and bought this. Very much worried till the delivery suspecting that the product would be refurbished or duplicate. But amazon kept thier commitment, i received a brand new orginal iphone.",5.0,Amazon Customer,Good deal for the best phone !!!!!!!!!!
Apple iPhone XR (64GB), India ,"First of all the Face ID is crazy fast and accurate even during pitch darkness. The phone is fast and smooth, you donâ€™t feel like you are having just 3Gb of RAM, it handles anything you through at it without a hitch. The phone does feel premium and at the same time delicate because the backside is glass,â€as you know glass is glass and glass will breakâ€. The pictures taken from the camera are good but the lack of night scape sort of things is a con. Overall the phone is great, although the side bezels are thick, you get used to it. The LCD screen does not lack anything compared to the OLEDâ€™s in day to day usage. You just stop thinking those things when you are using daily.",4.0,nithin,iPhone XR review
Apple iPhone XR (64GB), India ,I was looking to upgrade from my iPhone 6 and was confused about iPhone 11 & iPhone XR. Decided to go for iPhone XR just from the cost perspective. Only from Camera and Processor POV there is an upgrade in iPhone 11 rest remains the same.,5.0,Shubham Singh,Fantastic phone upgrading from any of the previous versions specifically at the given price point
Apple iPhone XR (64GB), India ,Bought it for 45k during sale,5.0,Tarun Kumar,Premium phone
Apple iPhone XR (64GB), India ,"I had been using iphone 8 plus before and not a single time did I ever experience that phone heating up even after extensive usage. This piece however heats up to the extent making it uncomfortable to hold. If I use it for less than 10 mins, it works fine but any usage beyond that makes it hot. And on top of that, if the brightness level is set to max, its becomes an iron box(pun intended). Not expected off an apple device !",2.0,Sudhanshu,This phone heats up
Apple iPhone XR (64GB), India ,"the screen has a slight dot at the bottom which i noticed while fixing guard. If it comes out as mfr defect apple will certainly fix it. but doesn't seem serious, will take to apple while it is still in warranty to know more and update.",5.0,Raunaq Roy,deal was good so value for money
Apple iPhone XR (64GB), India ,Got the 128 GB model since an iPhone almost always run out of space and never have the option for an SD card like Android devices.,4.0,stef,One time buy.
Apple iPhone XR (64GB), India ,"Overall the product is good from face id to Liquid retina. One thing surely standout for me is its surrounding speakers, they are really good(as per my experience), i got impressed With the work they have put in speakers. Sound is loud and clear.",4.0,Sharad,Product is good but seller is not. Try other sellers than dusritha electronics
Apple iPhone XR (64GB), India ,"M an iphone addict... my first was iphone 4, then 6 which my brother gifted me but this time i upgraded to xr with my own salary n m really happy ... specially the battery life.... and  As i dont use camera much so potrait mode is not of much use to me.. face id recognition very nice... though u dont get the feel of holding iphone as it little bit big and on bulky side as compared to my iphone 6.... rest fuctioning everything is smooth so i think its worth the purchase... and if u have iphone 6 or 7 than only go for upgrade as i did lot of research and 8 and xs and xr they almost similar except for few features....",5.0,Blessed,Nice
Apple iPhone XR (64GB), India ,"I am more or less stuck with the iOS platform because of the iwatch since I love its functionality. Upgraded from my 3yr old iPhone 7, was actually waiting for prices to drop post September this year  but when Amazon came up with an unbelievable prime deal, I couldnâ€™t resist!",5.0,Ramki,"Best battery on an iPhone, yet!"
